iter	Accuracy	Logloss
877	0.9640788648	0.08546687612
878	0.9640788648	0.08546101037
879	0.9640667986	0.08544857845
880	0.9640667986	0.08543426266
881	0.9640667986	0.08540550744
882	0.9640788648	0.08539071691
883	0.9640788648	0.0853906924
884	0.9640788648	0.08538139129
885	0.9640667986	0.0853742988
886	0.9640788648	0.08536222361
887	0.9640788648	0.08534912372
888	0.9640667986	0.08533738091
889	0.9640305999	0.08532555753
890	0.964090931	0.08529989996
891	0.964090931	0.08529080423
892	0.964090931	0.08528183071
893	0.9640667986	0.08526089419
894	0.9640788648	0.08523927733
895	0.9640305999	0.08522113768
896	0.9640788648	0.08520161839
897	0.9640788648	0.08520065275
898	0.9640788648	0.0852005885
899	0.9640788648	0.08520058218
900	0.9640788648	0.08520055695
901	0.9640788648	0.08520054437
902	0.9640788648	0.08520049414
903	0.9640788648	0.08520049101
904	0.9640788648	0.08520048788
905	0.9640788648	0.08520043794
906	0.9640788648	0.0852004255
907	0.9640667986	0.08520023063
908	0.9640667986	0.08520023063
909	0.9640667986	0.08520022027
910	0.9640667986	0.08520019593
911	0.9640667986	0.08520017166
912	0.9640667986	0.08520012327
913	0.9640667986	0.08520012327
914	0.964090931	0.08519354331
915	0.9640788648	0.08516723743
916	0.9641391959	0.08515663151
917	0.9641753946	0.08514755065
918	0.9641633283	0.08513187072
919	0.9641633283	0.08511790727
920	0.964090931	0.08509838474
921	0.9641391959	0.08509134372
922	0.9641874608	0.0850752988
923	0.9642115932	0.08506687115
924	0.964199527	0.085060953
925	0.964199527	0.08505113092
926	0.9641753946	0.08504240969
927	0.9642115932	0.08503548964
928	0.964199527	0.08502803841
929	0.9641874608	0.08501676928
930	0.9642115932	0.08500354823
931	0.964199527	0.0849983368
932	0.964199527	0.084990872
933	0.964199527	0.08498553888
934	0.964199527	0.08498090625
935	0.9641753946	0.08496948863
936	0.9641753946	0.08496769848
937	0.9641874608	0.08496621224
938	0.9641874608	0.08495536362
939	0.9642357257	0.08492573474
940	0.9642477919	0.08491943991
941	0.9642477919	0.08491617721
942	0.964308123	0.08489655796
943	0.964308123	0.08489654198
944	0.9642960568	0.08489178063
945	0.9642960568	0.08489077453
946	0.964308123	0.08487966727
947	0.9642839905	0.08487582051
948	0.9642960568	0.08487283032
949	0.9642960568	0.08486872003
950	0.9642960568	0.08486864637
951	0.964308123	0.08486389464
952	0.964308123	0.08485407376
953	0.964308123	0.08484688681
954	0.9643805203	0.08483717182
955	0.9644046527	0.0848262244
956	0.9644046527	0.08482621097
957	0.9644287852	0.08481426041
958	0.9643925865	0.08479472493
959	0.9643925865	0.08478793461
960	0.9643684541	0.084777825
961	0.964416719	0.08476268302
962	0.9644046527	0.08475469311
963	0.9644046527	0.08474969649
964	0.9643925865	0.08473515303
965	0.9643443216	0.08472323958
966	0.9643443216	0.08471617603
967	0.964308123	0.08469916013
968	0.9643443216	0.08468861013
969	0.9643563879	0.08467208016
970	0.9643925865	0.08463347686
971	0.9644046527	0.08462192964
972	0.9644287852	0.08461066746
973	0.9643805203	0.08459719312
974	0.9643925865	0.08459372125
975	0.9643805203	0.08458691902
976	0.9643805203	0.08458013857
977	0.9643805203	0.08457966028
978	0.9643684541	0.08457956274
979	0.9643805203	0.08457213288
980	0.9643925865	0.08456143079
981	0.9643925865	0.08456140846
982	0.9643925865	0.08456140113
983	0.9643925865	0.08456139551
984	0.9644046527	0.08456131887
985	0.9644046527	0.08455750116
986	0.9644046527	0.08455749462
987	0.9644046527	0.08455154334
988	0.964416719	0.08453768461
989	0.9643684541	0.08453551334
990	0.964416719	0.08452758915
991	0.9644287852	0.08452295256
992	0.9644408514	0.08449652764
993	0.9644770501	0.08448429736
994	0.9644770501	0.08448419596
995	0.9644770501	0.08448094373
996	0.9644770501	0.08448092935
997	0.9644770501	0.08447626754
998	0.9644770501	0.08447081413
999	0.9644649838	0.08446824482
